Transaction_ID,Customer_ID,Name,Email,Age,Gender,Country,Region,City,Product_Category,Quantity,Unit_Price,Total_Amount,Order_Date,Payment_Method,Order_Status
T113895,C01883,Angela Wilson,nguyendillon@example.net,49.0,,USA,North,Aliciatown,Book,5.0,6.58,30.05,2026-04-22,UPI,Completed
T119463,C06996,Deborah Powell,donna71@example.com,55.0,,Canada,North,Owensmouth,beauty,5.0,163.9,835.8,2025-01-21,,Completed
T100874,C05924,Robert Martinez,dbanks@example.com,53.0,Male,USA,North,Bellside,CLOTHING,3.0,310.16,925.55,2025-02-23,Debit Card,Completed
T124414,C00753,Nicholas Allen,oturner@example.com,41.0,Male,France,Central,Janiceville,clothing,9.0,313.32,2725.97,2025-06-12,,Cancelled
T108264,C06399,Dominique Guerrero,dixonomar@example.org,26.0,Female,Brazil,South,Brownville,Furniture,9.0,431.79,3621.41,2024-10-02,Cash,Completed
T115167,C04032,Monica White,amber67@example.org,29.0,Male,China,East,Christineburgh,grocery,4.0,300.27,1214.86,2026-04-01,Credit Card,Completed
T100277,C02071,Keith Thomas,marycochran@example.com,57.0,Male,Germany,Central,Gregoryton,Beauty,2.0,224.94,416.01,2025-12-14,Debit Card,Pending
T111536,C06570,Robert Hardy,johnmitchell@example.net,69.0,Male,France,Central,Lake Michael,Furniture,5.0,292.07,1466.53,2025-10-05,,Completed
T122710,C01750,Margaret Costa,reidwilliam@example.com,,Female,France,Central,West Anthony,electronics,3.0,137.15,414.84,2026-06-27,Debit Card,Completed
T106561,C05838,Ashley Mcdonald,dhowell@example.net,26.0,Female,China,East,Sharonborough,CLOTHING,1.0,306.57,334.66,2026-05-12,Cash,Cancelled
T115321,C06595,Jeffrey Burnett,fharper@example.com,27.0,Male,Germany,Central,Jessicachester,Sports,6.0,333.35,2064.58,2025-03-25,Cash,Pending
T114145,C00998,Carol Bryant,virginiabailey@example.org,67.0,,China,East,Lake Makayla,grocery,8.0,241.59,1822.16,2025-10-23,UPI,Pending
T113639,C06180,Benjamin Benton,huertamelissa@example.net,17.0,,USA,West,Port Darrenbury,Sport,5.0,488.25,2428.11,2024-08-09,,Returned
T102486,C07632,Peter Morrison,vasqueztrevor@example.com,,,China,East,East Antoniochester,Grocery,5.0,355.37,1710.0,2026-05-30,Credit Card,Returned
T115162,C04487,Nathan Avila,colliervincent@example.com,44.0,,France,Central,Ayersview,Furniture,9.0,434.95,3763.08,2026-06-25,Credit Card,Pending
T118104,C04714,Katie Miller,cjacobson@example.org,70.0,Male,China,East,South Dale,FURNITURE,,50.87,,2026-07-14,UPI,Completed
T108190,C01793,Kathy Grant,kelseywilson@example.com,66.0,Other,China,East,Josephstad,electronics,1.0,389.83,388.13,2024-09-06,UPI,Returned
T111684,C02355,John White,santosnicholas@example.com,52.0,,France,Central,Shannonview,Electronics,4.0,283.23,1073.78,2025-12-30,,Returned
T104169,C02250,Jacob Fisher,karlarobinson@example.com,51.0,Female,USA,North,Jacquelineton,BEAUTY,8.0,334.32,2694.62,2025-12-15,Net Banking,Cancelled
T105007,C01902,Michelle Williams,patricktiffany@example.net,53.0,Female,Germany,Central,East Emily,furniture,7.0,30.84,198.35,2025-08-01,Credit Card,Cancelled
T110771,C06838,Eric Perry,,40.0,Male,Brazil,South,New Jessica,electronics,10.0,203.1,2097.21,2024-08-11,Cash,Cancelled
T122906,C03335,Daniel Ward,ghuff@example.org,26.0,Female,India,South,Mcdonaldview,FURNITURE,2.0,197.11,378.66,2024-08-15,,Completed
T105018,C03868,Karen Cherry,,74.0,Other,Japan,East,South Hayley,CLOTHING,4.0,497.72,2073.02,2024-10-21,Cash,Cancelled
T111724,C02421,Nicholas Myers MD,angela26@example.org,21.0,Female,France,Central,Danielsview,Books,9.0,447.25,4163.65,2025-11-16,Net Banking,Completed
T102318,C07321,Ariel Williams,dgentry@example.org,25.0,Male,Brazil,South,Allenside,Cloths,10.0,258.76,2840.62,2024-09-15,,Completed
T115231,C02438,Julie Stout,oodonnell@example.net,67.0,Other,France,Central,Veleztown,Book,2.0,493.39,1020.0,2025-03-30,,Pending
T109790,C07441,Katrina Edwards,macdonaldchristina@example.com,62.0,Other,USA,North,Sandovalport,CLOTHING,2.0,460.56,875.13,2026-05-30,Credit Card,Returned
T105475,C02438,Julie Evans,jonesmichelle@example.com,,Female,France,Central,Lake Michaeltown,electronics,1.0,276.93,294.25,2024-11-01,UPI,Returned
T116446,C04584,William Holmes,qmartinez@example.com,,,India,South,Adamsville,Sports,4.0,403.93,1716.8,2024-07-18,Debit Card,Completed
T123245,C03579,Heidi Chan,toddwilliams@example.org,49.0,Male,China,East,Port Anthonychester,Sport,3.0,408.27,1327.03,2025-10-06,Cash,Returned
T119753,C04597,Robert Hughes,martinezsara@example.com,58.0,Other,Canada,North,Collinstown,BEAUTY,10.0,259.96,2710.11,2025-05-17,Net Banking,Returned
T114244,C03666,Shawn Roth,wrandall@example.com,42.0,Other,USA,North,North Paula,books,10.0,264.44,2682.54,2026-01-15,Credit Card,Completed
T100243,C06626,Christina Barker,nicoleturner@example.com,,,India,South,Lake Michaelland,Beauty,10.0,95.13,916.71,2024-07-18,Debit Card,Completed
T103827,C00810,Gloria Stone,angela40@example.com,67.0,Female,Brazil,South,Washingtonshire,Grocery,4.0,284.1,1125.89,2024-08-23,Cash,Pending
T112483,C06543,Gary Mcdonald,hroach@example.org,33.0,Male,France,Central,West Kellihaven,grocery,3.0,267.0,839.58,2025-07-21,Credit Card,Pending
T103219,C05206,Ashley Hamilton,vnorton@example.net,55.0,Other,Japan,East,Doyletown,furniture,5.0,442.37,2423.09,2025-05-07,UPI,Pending
T106946,C06698,Donna Smith,jonesvictoria@example.org,31.0,Other,UK,West,Lisaport,Groceries,8.0,195.86,1517.0,2024-12-24,,Returned
T117802,C05620,Peter Brown,barrbrendan@example.com,64.0,Female,France,Central,East Lindseyport,Furniture,3.0,207.75,594.99,2025-09-19,Debit Card,Pending
T108138,C06594,Louis Lara,andrewhardin@example.com,62.0,Other,Japan,East,East Jeffrey,electronics,8.0,325.15,2512.46,2025-02-11,UPI,Pending
T113279,C03847,George Watts,alan85@example.net,51.0,Male,France,Central,Orrfort,Books,2.0,122.97,221.51,2026-01-26,UPI,Returned
T113493,C06888,Whitney Jenkins,denise00@example.org,27.0,,USA,West,Williamschester,beauty,2.0,203.63,385.98,2026-02-28,,Completed
T120629,C06395,Kelly Goodman,robert16@example.com,18.0,Male,France,Central,Sanchezberg,Book,9.0,366.29,3463.89,2024-10-26,Debit Card,Returned
T100396,C04962,Karen Gomez,ian37@example.net,22.0,Female,UK,West,East Jill,clothing,,310.39,,2024-09-11,Debit Card,Pending
T121353,C03958,Gabrielle Bradley,bsummers@example.com,28.0,Female,USA,North,North Tyler,Books,9.0,172.84,1699.73,2025-08-24,Cash,Pending
T102505,C00734,Kenneth Molina,scottmichael@example.com,68.0,Male,Canada,North,New Leah,sports,,287.49,,2025-01-13,Cash,Pending
T114676,C03642,Anna Moore,julie53@example.org,18.0,Other,Brazil,South,Douglasfort,grocery,10.0,20.19,197.59,2024-10-01,Net Banking,Pending
T108355,C07920,David Simmons,chad97@example.com,75.0,Male,Canada,North,North Valerie,Books,5.0,83.4,429.94,2025-10-23,Credit Card,Returned
T124893,C04194,Austin Holmes,barnettfaith@example.net,40.0,Other,France,Central,East Kenneth,Groceries,5.0,394.2,1863.37,2025-06-06,Debit Card,Returned
T120703,C04865,Julian Morris,paula38@example.org,54.0,Female,USA,West,Port Jonathanchester,sports,,425.2,,2025-01-12,Credit Card,Completed
T102293,C03302,Clifford Contreras,holtalexandra@example.com,73.0,Other,China,East,New James,FURNITURE,5.0,425.75,1934.27,2026-03-24,Debit Card,Returned
T117464,C05513,Patricia Cameron,richardbarnes@example.net,32.0,Female,Canada,North,New Vanessa,Book,4.0,60.99,258.4,2025-07-05,Net Banking,Pending
T123759,C03328,Joshua Harvey,dannycharles@example.com,NA,Female,France,Central,North Josephborough,ELECTRONICS,8.0,202.88,1647.45,2025-04-01,Net Banking,Returned
T124423,C02067,Dale Burton,nicole58@example.net,48.0,Other,France,Central,Port Denise,Clothing,2.0,416.56,903.38,2024-12-20,UPI,Pending
T110305,C04526,Erica Marshall,johnwilson@example.net,16.0,Other,Brazil,South,South Lisa,Clothing,2.0,147.61,294.79,2024-09-30,Debit Card,Returned
T123155,C04157,Tiffany Harris,grace83@example.org,37.0,Female,India,South,Jonathanmouth,furniture,,244.78,,2025-12-28,Net Banking,Completed
T121252,C05230,Sarah Lucas,diane20@example.com,30.0,Female,China,East,Millerside,Beauty,10.0,419.1,3904.33,2025-06-07,Net Banking,Completed
T122618,C03773,Brett Doyle,alexanderfrye@example.org,,,USA,North,Lake Teresaland,CLOTHING,6.0,319.67,1931.67,2025-07-11,,Completed
T116274,C06721,Stephen Graham,catherinesmith@example.org,,Male,Germany,Central,Troyland,Sports,4.0,13.92,58.89,2025-06-20,Credit Card,Completed
T103486,C01045,Catherine Short,qsmith@example.org,28.0,Other,Canada,North,East Kimberly,Books,9.0,320.42,3099.31,2025-03-13,UPI,Pending
T114227,C00056,Kimberly Townsend,birdautumn@example.net,60.0,,Brazil,South,Smithtown,CLOTHING,9.0,391.26,3355.04,2025-10-13,Debit Card,Returned
T114370,C05704,Johnny Harris,colleenlewis@example.com,53.0,,China,East,North Regina,Electronics,9.0,426.37,4143.93,2025-10-17,,Returned
T118671,C07878,Michelle Myers,gfisher@example.org,42.0,Male,Canada,North,Kimberlyburgh,Beauty,3.0,21.05,62.85,2026-04-08,UPI,Returned
T113878,C01120,Eric Sellers,powelljennifer@example.org,44.0,,USA,West,South Robert,ELECTRONICS,8.0,148.87,1273.05,2025-01-11,,Completed
T106388,C00053,Jose Fields,johnsmith@example.com,38.0,Female,Germany,Central,East Derekfort,FURNITURE,3.0,118.55,376.19,2026-02-19,UPI,Returned
T104309,C06643,Michael Hodge,wendy16@example.com,41.0,Male,Canada,North,Banksstad,Grocery,2.0,403.53,785.92,2026-06-03,Debit Card,Cancelled
T116308,C01440,Sheri Farrell,frobinson@example.net,66.0,Female,India,South,Carpenterburgh,Cloths,8.0,312.87,2648.83,2025-09-11,Debit Card,Returned
T109189,C07233,Tiffany Johnson,robertsmelissa@example.com,66.0,Other,China,East,East Zoe,Groceries,2.0,104.95,189.62,2024-08-20,Cash,Pending
T111758,C06678,David Hardy,,40.0,Male,France,Central,Kyliemouth,Groceries,8.0,323.91,2612.69,2025-11-11,UPI,Cancelled
T116559,C05939,Cindy Cruz,burgessrebecca@example.net,,Other,India,South,Lake Taylor,Book,10.0,39.16,385.94,2025-08-24,UPI,Completed
T114580,C05592,Angela Owen,ssmith@example.org,65.0,Male,Germany,Central,Brooksburgh,Book,5.0,130.27,662.58,2025-06-26,,Completed
T118458,C07287,Brandon Carpenter,colehernandez@example.org,44.0,Female,Brazil,South,Boydburgh,Sports,1.0,322.29,301.32,2026-02-13,Debit Card,Returned
T115273,C04182,Marie Farmer,martinnicole@example.com,20.0,Male,China,East,North Margaret,Book,5.0,48.81,262.57,2024-09-08,,Returned
T118113,C07371,Cheryl Jones,kimberlystanley@example.net,29.0,Male,France,Central,South Aprilland,furniture,8.0,424.87,3344.68,2025-05-04,Credit Card,Pending
T114945,C04155,Cynthia Carlson,victorparker@example.com,,Male,USA,West,South Crystalchester,CLOTHING,3.0,94.26,269.3,2025-08-14,,Pending
T119423,C07377,Cheryl Brewer,frederick59@example.com,17.0,,Japan,East,Kyletown,Furniture,1.0,208.32,192.74,2026-05-02,Debit Card,Pending
T111894,C05927,Jerome Robinson,chapmanelizabeth@example.org,60.0,Female,USA,North,Port Preston,Cloths,2.0,61.21,129.48,2025-02-19,Credit Card,Completed
T120439,C07333,Kristina Ellis,westchristopher@example.com,70.0,Female,UK,West,New Denisestad,BEAUTY,3.0,174.25,508.37,2025-06-20,Net Banking,Returned
T103621,C01920,Danny Archer,vcabrera@example.net,27.0,Other,UK,West,East Nicholas,grocery,5.0,338.73,1611.83,2025-07-03,Net Banking,Pending
T101140,C05054,Jennifer Little,megan44@example.net,61.0,Other,Brazil,South,Robertview,Groceries,3.0,382.24,1077.08,2026-03-21,Cash,Pending
T110216,C07725,Jeremy Wells,ymalone@example.com,46.0,Other,Japan,East,Smithport,Cloths,7.0,103.49,656.97,2026-06-27,Cash,Returned
T113331,C06027,Andrew Harris,james83@example.net,35.0,,UK,West,Robertsland,Beauty,,346.76,,2025-04-11,UPI,Completed
T123655,C00324,Daniel Miranda,edwin29@example.net,49.0,Female,China,East,New Laura,BEAUTY,9.0,66.43,589.68,2025-06-10,Credit Card,Cancelled
T117229,C03291,Brandon Bradley,nfreeman@example.org,49.0,Female,India,South,Daniellehaven,Groceries,3.0,448.42,1382.67,2025-01-17,Cash,Completed
T119920,C02401,John Perez,amandarodriguez@example.org,20.0,,USA,North,Port Thomasmouth,Grocery,1.0,337.23,310.57,2026-05-23,Net Banking,Returned
T121251,C03285,Jonathan Jones,austinbrown@example.com,40.0,Other,India,South,Larsonton,Sports,9.0,470.35,4481.74,2025-11-04,Cash,Completed
T107463,C06354,Nicholas Manning,johnsonashley@example.net,37.0,,USA,West,South Philip,Book,9.0,266.69,2520.87,2024-08-06,Net Banking,Returned
T109117,C05235,Kristopher Cervantes,nstewart@example.com,56.0,,China,East,Rileystad,Electronic,2.0,195.33,369.16,2024-09-22,UPI,Pending
T103515,C02172,Valerie Mayo,parksandre@example.com,18.0,Male,France,Central,Lake Hunter,electronics,3.0,179.41,528.03,2024-11-09,Debit Card,Pending
T117676,C02803,Shirley Obrien,thomasmccormick@example.org,68.0,,Germany,Central,Garciaside,BEAUTY,5.0,58.08,310.62,2025-01-15,,Pending
T101921,C01134,Christopher Howard,moorenicholas@example.net,56.0,Female,Canada,North,Mauriceton,CLOTHING,9.0,104.23,865.43,2024-12-15,Debit Card,Completed
T120265,C00833,Tracy Wright,kingpaula@example.net,50.0,Male,USA,North,New Jenniferland,Sports,10.0,453.93,4102.45,2025-06-16,Net Banking,Pending
T111183,C06838,Stephanie May,wrightbrian@example.net,42.0,Female,USA,North,Allenhaven,Beauty,5.0,248.69,1367.23,2025-02-11,Debit Card,Pending
T120675,C04925,Matthew Scott,ryan09@example.net,60.0,Female,UK,West,South Cassandrastad,furniture,1.0,462.66,506.73,2024-12-04,Cash,Cancelled
T122112,C04331,Mary Gardner,ffigueroa@example.com,25.0,,India,South,Davidsonfort,Electronic,8.0,39.0,300.0,2026-05-26,Net Banking,Cancelled
T106199,C00358,Ian Wilson,wwu@example.com,55.0,Female,UK,West,North Abigail,books,5.0,123.16,644.96,2026-05-20,Credit Card,Cancelled
T109381,C05979,Amber Alexander,toddkelley@example.com,,Male,Canada,North,Leonardfurt,clothing,4.0,226.24,920.54,2024-10-13,Cash,Pending
T116189,C05876,Jennifer Petersen,jenniferhendricks@example.net,33.0,Female,Brazil,South,West James,BEAUTY,5.0,467.69,2330.31,2024-08-11,Debit Card,Cancelled
T116329,C02299,Ryan Cruz,frollins@example.org,63.0,Male,UK,West,Youngland,Beauty,7.0,340.45,2614.33,2025-11-24,Debit Card,Pending
T116350,C01815,Aaron Garcia,justinhowell@example.com,70.0,,USA,West,East Randallberg,electronics,5.0,77.76,358.93,2024-08-16,UPI,Completed
T113495,C04294,Sarah Cook,,34.0,Other,UK,West,Andersontown,Electronic,3.0,153.23,458.78,2025-02-13,UPI,Cancelled
T114233,C04101,Jason Cooper,armstrongthomas@example.com,39.0,Male,UK,West,Rickeystad,Sport,6.0,243.17,1375.73,2025-08-29,Debit Card,Completed
T123820,C00081,Brandon Peck,nicolegarcia@example.net,,Male,USA,North,East Samanthaburgh,Beauty,9.0,93.96,781.83,2025-03-03,Net Banking,Pending
T121138,C03402,Jill Patterson,victor17@example.com,58.0,Male,USA,North,South Christopherton,Clothing,4.0,97.71,417.61,2026-06-29,,Completed
T100906,C05786,Daniel Garza,kathleen47@example.net,46.0,,USA,West,Port William,Grocery,4.0,335.88,1432.55,2024-12-02,Credit Card,Returned
T120236,C05017,David Snow,james81@example.com,21.0,,France,Central,South Jenniferfurt,BEAUTY,7.0,463.61,3416.9,2024-12-11,Cash,Pending
T106662,C07887,Trevor Perez,ssmith@example.net,34.0,Female,France,Central,Matthewstad,Electronic,4.0,156.32,607.79,2025-05-21,,Cancelled
T100146,C02380,Billy Taylor,,52.0,,China,East,Raymondview,Grocery,7.0,477.53,3546.36,2025-04-15,,Completed
T123220,C07762,Mrs. Brittany Wright MD,reynoldsjessica@example.net,44.0,Female,Japan,East,Sarahport,furniture,5.0,253.45,1160.1,2025-07-07,Net Banking,Cancelled
T113552,C05845,Janice Brown,sarah96@example.com,48.0,Female,Canada,North,North Danielleburgh,Electronic,6.0,327.5,2009.51,2024-08-11,Cash,Pending
T111974,C01808,Justin Campbell,wardkyle@example.net,63.0,Other,India,South,New Lindseychester,Furniture,7.0,103.48,702.19,2026-07-14,Credit Card,Returned
T119600,C05711,Kelly Nelson,wmaxwell@example.org,,Other,USA,North,Lake Reginaburgh,Book,10.0,8.06,87.93,2024-11-11,Net Banking,Cancelled
T118828,C03368,Randall Franklin,,38.0,,France,Central,North Lauren,Sport,5.0,92.26,477.19,2026-04-24,Credit Card,Pending
T104647,C02819,Dennis Harris,prodriguez@example.org,61.0,Female,India,South,Marcfurt,Sports,5.0,191.83,874.86,2026-01-14,Debit Card,Completed
T109211,C03121,Patricia Hutchinson,joneschristine@example.org,55.0,Female,USA,North,East Huntertown,ELECTRONICS,2.0,138.56,264.49,2025-04-20,Debit Card,Cancelled
T117476,C01652,John Villarreal,jelliott@example.org,26.0,,Brazil,South,New Christopher,Grocery,9.0,214.88,1769.27,2026-03-13,Cash,Completed
T120552,C04447,Melissa Conley,thomastravis@example.com,57.0,Female,USA,West,Port Ruben,beauty,,162.25,,2024-07-29,Net Banking,Returned
T121197,C03944,Rickey Miranda MD,jacob86@example.org,,Male,USA,North,Brittneyshire,grocery,6.0,350.22,2187.66,2025-10-27,,Completed
T120537,C00047,Ashley Smith,xbrooks@example.net,47.0,Male,France,Central,Lake Bradleyfort,Book,5.0,389.54,2027.27,2024-11-13,UPI,Returned
T114160,C04879,Joseph Burton,hector74@example.org,74.0,Other,Japan,East,Cummingsstad,Sport,,175.3,,2026-04-26,Debit Card,Pending
T101496,C07352,Annette Mcguire,udaniel@example.org,,Other,Germany,Central,,Grocery,6.0,301.1,1891.59,2026-03-03,Cash,Completed
T107817,C01373,James Baldwin,hillmorgan@example.net,,Female,France,Central,West Rebeccabury,furniture,4.0,321.87,1188.95,2025-07-27,Net Banking,Pending
T116741,C05210,Brandon Lawson,qwilson@example.com,53.0,Male,Japan,East,Fitzgeraldstad,Book,10.0,307.17,2839.34,2025-08-16,,Cancelled
T115553,C04843,Lindsay Wyatt,lrhodes@example.net,33.0,Female,USA,North,Nguyenmouth,Electronics,3.0,274.61,819.39,2025-11-04,Debit Card,Completed
T108935,C01293,Erica Rose,figueroarichard@example.org,28.0,Other,Brazil,South,Port Alextown,grocery,,232.93,,2024-10-11,Net Banking,Cancelled
T122963,C06233,Stephen Oconnor,danieldrew@example.com,,,Brazil,South,Lake Tyler,Electronics,1.0,139.09,139.09,2026-05-17,Credit Card,Completed
T118838,C05169,Kristina Villa,spencer79@example.net,55.0,Female,India,South,Reyesfort,CLOTHING,5.0,430.37,2210.9,2026-02-24,UPI,Completed
T113957,C00197,Christine Gonzales,sharichapman@example.com,17.0,,USA,North,New Travisstad,sports,1.0,142.35,135.22,2025-06-05,Cash,Pending
T121110,C00848,Christopher Graham,alex09@example.org,,,Germany,Central,West Todd,Sport,,221.36,,2025-07-24,Credit Card,Pending
T108236,C06964,Jennifer Moran,yperez@example.net,28.0,Male,Brazil,South,West Amy,FURNITURE,7.0,255.06,1939.68,2025-11-03,Credit Card,Returned
T108727,C00284,Jasmine Dillon,owenstimothy@example.net,51.0,Male,UK,West,Hollyland,Electronic,3.0,263.41,713.58,2026-03-07,Net Banking,Completed
T114073,C06766,Joseph Benton,trujillodavid@example.net,28.0,,UK,West,West Spencer,Clothing,6.0,478.76,2980.89,2025-10-13,Debit Card,Cancelled
T108703,C02833,Adam Gonzalez,yortega@example.com,18.0,,Brazil,South,North Michael,Books,,243.66,,2025-12-09,UPI,Completed
T120671,C01973,Mark Cisneros,dayers@example.net,52.0,Female,China,East,New Brandon,grocery,4.0,346.99,1488.03,2024-09-25,Debit Card,Completed
T109916,C04643,Brian Smith,kathleen43@example.org,20.0,Female,Japan,East,Jonathanmouth,Grocery,9.0,468.21,4634.02,2025-09-14,UPI,Returned
T123090,C07673,James Jones,,62.0,Male,China,East,Tracybury,grocery,8.0,389.25,3133.39,2025-01-08,Cash,Returned
T104350,C00017,Mary Carroll,carlmcfarland@example.com,46.0,,Germany,Central,Lake Christophertown,sports,1.0,124.51,132.65,2025-11-20,Net Banking,Completed
T108030,C01445,Thomas Wilcox,sandovalluke@example.org,31.0,Other,France,Central,North Isaiah,ELECTRONICS,6.0,184.18,1039.63,2025-02-16,,Pending
T107835,C07430,Taylor Carrillo,richard56@example.com,42.0,Male,USA,North,Kennethhaven,Groceries,2.0,254.04,467.36,2025-07-24,UPI,Cancelled
T118918,C06205,Lawrence Callahan,,,Other,Canada,North,Gonzalesmouth,Grocery,6.0,373.3,2135.79,2026-03-07,UPI,Completed
T122452,C06952,Jason Gray,meredithhawkins@example.net,69.0,Other,UK,West,Clarkfort,Clothing,4.0,64.11,231.97,2026-02-09,,Pending
T103734,C01572,Patrick Edwards,nathan68@example.org,59.0,Female,India,South,,electronics,,421.49,,2024-09-17,Credit Card,Completed
T116991,C04945,Angela Nguyen,hannah98@example.com,72.0,,Canada,North,Russellborough,grocery,3.0,312.34,934.29,2025-01-01,Debit Card,Completed
T103480,C01265,Felicia Wolfe,jeffrey09@example.com,59.0,Male,France,Central,Lake Cassiemouth,Electronic,9.0,177.48,1605.69,2026-04-08,Cash,Returned
T115281,C07113,Stephen Henderson,kjohnson@example.net,67.0,Other,China,East,Baileyland,Book,7.0,298.67,2030.29,2024-08-11,,Completed
T110020,C04977,Antonio Smith,jamespacheco@example.com,31.0,Other,Brazil,South,West Jamieborough,Furniture,1.0,143.62,130.26,2024-11-16,Cash,Pending
